Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,age_group,usage_level,addiction_risk_level,sleep_deficit_hours,academic_risk_flag,mental_health_risk_level,psycho_social_risk_index,estimated_social_media_exposure_years,global_addiction_trend_index_for_cohort,pandemic_exposure_phase,country_usage_bucket,country_youth_usage_intensity_index
263,20,Female,Undergraduate,Australia,4.3,Facebook,No,7.5,7,In Relationship,2,5,20-21,high,no_risk,0.5,1,moderate,0.535,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
264,22,Male,Graduate,Germany,3.8,Instagram,No,7.7,8,Single,1,4,22-24,high,no_risk,0.2999999999999998,1,high,0.515,9.4,0.7,pandemic_cohort,low,0.16666666666666666
265,19,Female,Undergraduate,Japan,3.3,LINE,No,8.3,8,Single,1,3,18-19,high,no_risk,0.0,1,high,0.45999999999999996,6.4,0.9,pandemic_cohort,low,0.16666666666666666
266,21,Male,Graduate,Italy,5.2,TikTok,Yes,6.9,5,In Relationship,3,8,20-21,very_high,addicted,1.0999999999999996,1,moderate,0.625,8.4,0.9,pandemic_cohort,low,0.16666666666666666
267,20,Female,Undergraduate,South Korea,4.8,KakaoTalk,Yes,7.0,6,Single,3,6,20-21,high,at_risk,1.0,1,moderate,0.57,7.4,0.9,pandemic_cohort,low,0.16666666666666666
268,22,Male,Graduate,Russia,4.3,VKontakte,No,7.7,7,In Relationship,2,5,22-24,high,no_risk,0.2999999999999998,1,moderate,0.525,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
269,19,Female,Undergraduate,USA,6.4,Instagram,Yes,5.7,4,Single,4,9,18-19,very_high,addicted,2.3,1,low,0.695,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
270,21,Male,Graduate,UK,5.2,Facebook,Yes,6.4,6,In Relationship,3,7,20-21,very_high,at_risk,1.5999999999999996,1,moderate,0.64,8.4,0.9,pandemic_cohort,low,0.16666666666666666
271,20,Female,Undergraduate,Australia,4.5,Instagram,No,7.3,7,Single,2,5,20-21,high,no_risk,0.7000000000000002,1,moderate,0.545,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
272,22,Male,Graduate,Germany,3.7,Facebook,No,7.8,8,In Relationship,1,4,22-24,high,no_risk,0.20000000000000018,1,high,0.51,9.4,0.7,pandemic_cohort,low,0.16666666666666666
273,19,Female,Undergraduate,Japan,3.2,LINE,No,8.4,8,Single,1,3,18-19,high,no_risk,0.0,1,high,0.45999999999999996,6.4,0.9,pandemic_cohort,low,0.16666666666666666
274,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,20-21,very_high,at_risk,1.2999999999999998,1,moderate,0.595,8.4,0.9,pandemic_cohort,low,0.16666666666666666
275,20,Female,Undergraduate,South Korea,4.7,KakaoTalk,Yes,7.1,6,In Relationship,3,6,20-21,high,at_risk,0.9000000000000004,1,moderate,0.5650000000000001,7.4,0.9,pandemic_cohort,low,0.16666666666666666
276,22,Male,Graduate,Russia,4.2,VKontakte,No,7.8,7,Single,2,5,22-24,high,no_risk,0.20000000000000018,1,moderate,0.52,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
277,19,Female,Undergraduate,USA,6.6,TikTok,Yes,5.5,4,In Relationship,4,9,18-19,very_high,addicted,2.5,1,low,0.705,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
278,21,Male,Graduate,UK,5.1,Instagram,Yes,6.5,6,Single,3,7,20-21,very_high,at_risk,1.5,1,moderate,0.6349999999999999,8.4,0.9,pandemic_cohort,low,0.16666666666666666
279,20,Female,Undergraduate,Australia,4.4,Facebook,No,7.4,7,In Relationship,2,5,20-21,high,no_risk,0.5999999999999996,1,moderate,0.5399999999999999,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
280,22,Male,Graduate,Germany,3.6,Instagram,No,7.9,8,Single,1,4,22-24,high,no_risk,0.09999999999999964,1,high,0.505,9.4,0.7,pandemic_cohort,low,0.16666666666666666
281,19,Female,Undergraduate,Japan,3.1,LINE,No,8.5,8,Single,1,3,18-19,high,no_risk,0.0,1,high,0.45999999999999996,6.4,0.9,pandemic_cohort,low,0.16666666666666666
282,21,Male,Graduate,Italy,5.3,TikTok,Yes,6.8,5,In Relationship,3,8,20-21,very_high,addicted,1.2000000000000002,1,moderate,0.63,8.4,0.9,pandemic_cohort,low,0.16666666666666666
283,20,Female,Undergraduate,South Korea,4.6,KakaoTalk,Yes,7.2,6,Single,3,6,20-21,high,at_risk,0.7999999999999998,1,moderate,0.5599999999999999,7.4,0.9,pandemic_cohort,low,0.16666666666666666
284,22,Male,Graduate,Russia,4.1,VKontakte,No,7.9,7,In Relationship,2,5,22-24,high,no_risk,0.09999999999999964,1,moderate,0.515,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
285,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.4,4,Single,4,9,18-19,very_high,addicted,2.5999999999999996,1,low,0.71,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
286,21,Male,Graduate,UK,5.0,Facebook,Yes,6.6,6,In Relationship,3,7,20-21,very_high,at_risk,1.4000000000000004,1,moderate,0.63,8.4,0.9,pandemic_cohort,low,0.16666666666666666
287,20,Female,Undergraduate,Australia,4.3,Instagram,No,7.5,7,Single,2,5,20-21,high,no_risk,0.5,1,moderate,0.535,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
288,22,Male,Graduate,Germany,3.5,Facebook,No,8.0,8,In Relationship,1,4,22-24,high,no_risk,0.0,1,high,0.5,9.4,0.7,pandemic_cohort,low,0.16666666666666666
289,19,Female,Undergraduate,Japan,3.0,LINE,No,8.6,8,Single,1,3,18-19,high,no_risk,0.0,0,high,0.36,6.4,0.9,pandemic_cohort,low,0.16666666666666666
290,21,Male,Graduate,Italy,5.2,Instagram,Yes,6.9,5,Single,3,7,20-21,very_high,at_risk,1.0999999999999996,1,moderate,0.585,8.4,0.9,pandemic_cohort,low,0.16666666666666666
291,20,Female,Undergraduate,South Korea,4.5,KakaoTalk,Yes,7.3,6,In Relationship,3,6,20-21,high,at_risk,0.7000000000000002,1,moderate,0.555,7.4,0.9,pandemic_cohort,low,0.16666666666666666
292,22,Male,Graduate,Russia,4.0,VKontakte,No,8.0,7,Single,2,5,22-24,high,no_risk,0.0,1,moderate,0.51,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
293,19,Female,Undergraduate,USA,6.8,TikTok,Yes,5.3,4,In Relationship,4,9,18-19,very_high,addicted,2.7,1,low,0.715,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
294,21,Male,Graduate,UK,4.9,Instagram,Yes,6.7,6,Single,3,7,20-21,high,at_risk,1.2999999999999998,1,moderate,0.6249999999999999,8.4,0.9,pandemic_cohort,low,0.16666666666666666
295,20,Female,Undergraduate,Australia,4.2,Facebook,No,7.6,7,In Relationship,2,5,20-21,high,no_risk,0.40000000000000036,1,moderate,0.53,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
296,22,Male,Graduate,Germany,3.4,Instagram,No,8.1,8,Single,1,4,22-24,high,no_risk,0.0,1,high,0.5,9.4,0.7,pandemic_cohort,low,0.16666666666666666
297,19,Female,Undergraduate,Japan,2.9,LINE,No,8.7,8,Single,1,3,18-19,moderate,no_risk,0.0,0,high,0.36,6.4,0.9,pandemic_cohort,low,0.16666666666666666
298,21,Male,Graduate,Italy,5.1,TikTok,Yes,7.0,5,In Relationship,3,8,20-21,very_high,addicted,1.0,1,moderate,0.62,8.4,0.9,pandemic_cohort,low,0.16666666666666666
299,20,Female,Undergraduate,South Korea,4.4,KakaoTalk,Yes,7.4,6,Single,3,6,20-21,high,at_risk,0.5999999999999996,1,moderate,0.5499999999999999,7.4,0.9,pandemic_cohort,low,0.16666666666666666
300,22,Male,Graduate,Russia,3.9,VKontakte,No,8.1,7,In Relationship,2,5,22-24,high,no_risk,0.0,1,moderate,0.51,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
301,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.2,4,Single,4,9,18-19,very_high,addicted,2.8,1,low,0.72,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
302,21,Male,Graduate,UK,4.8,Facebook,Yes,6.8,6,In Relationship,3,7,20-21,high,at_risk,1.2000000000000002,1,moderate,0.62,8.4,0.9,pandemic_cohort,low,0.16666666666666666
303,20,Female,Undergraduate,Australia,4.1,Instagram,No,7.7,7,Single,2,5,20-21,high,no_risk,0.2999999999999998,1,moderate,0.525,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
304,22,Male,Graduate,Germany,3.3,Facebook,No,8.2,8,In Relationship,1,4,22-24,high,no_risk,0.0,1,high,0.5,9.4,0.7,pandemic_cohort,low,0.16666666666666666
305,19,Female,Undergraduate,Japan,2.8,LINE,No,8.8,8,Single,1,3,18-19,moderate,no_risk,0.0,0,high,0.36,6.4,0.9,pandemic_cohort,low,0.16666666666666666
306,21,Male,Graduate,Italy,5.0,Instagram,Yes,7.1,5,Single,3,7,20-21,very_high,at_risk,0.9000000000000004,1,moderate,0.575,8.4,0.9,pandemic_cohort,low,0.16666666666666666
307,20,Female,Undergraduate,South Korea,4.3,KakaoTalk,Yes,7.5,6,In Relationship,3,6,20-21,high,at_risk,0.5,1,moderate,0.545,7.4,0.9,pandemic_cohort,low,0.16666666666666666
308,22,Male,Graduate,Russia,3.8,VKontakte,No,8.2,7,Single,2,5,22-24,high,no_risk,0.0,1,moderate,0.51,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
309,19,Female,Undergraduate,USA,7.0,TikTok,Yes,5.1,4,In Relationship,4,9,18-19,very_high,addicted,2.9000000000000004,1,low,0.7250000000000001,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
310,21,Male,Graduate,UK,4.7,Instagram,Yes,6.9,6,Single,3,7,20-21,high,at_risk,1.0999999999999996,1,moderate,0.6149999999999999,8.4,0.9,pandemic_cohort,low,0.16666666666666666
311,20,Female,Undergraduate,Australia,4.0,Facebook,No,7.8,7,In Relationship,2,5,20-21,high,no_risk,0.20000000000000018,1,moderate,0.52,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
312,22,Male,Graduate,Germany,3.2,Instagram,No,8.3,8,Single,1,4,22-24,high,no_risk,0.0,1,high,0.5,9.4,0.7,pandemic_cohort,low,0.16666666666666666
313,19,Female,Undergraduate,Japan,2.7,LINE,No,8.9,8,Single,1,3,18-19,moderate,no_risk,0.0,0,high,0.36,6.4,0.9,pandemic_cohort,low,0.16666666666666666
314,21,Male,Graduate,Italy,4.9,TikTok,Yes,7.2,5,In Relationship,3,8,20-21,high,addicted,0.7999999999999998,1,moderate,0.61,8.4,0.9,pandemic_cohort,low,0.16666666666666666
315,20,Female,Undergraduate,South Korea,4.2,KakaoTalk,Yes,7.6,6,Single,3,6,20-21,high,at_risk,0.40000000000000036,1,moderate,0.54,7.4,0.9,pandemic_cohort,low,0.16666666666666666
316,22,Male,Graduate,Russia,3.7,VKontakte,No,8.3,7,In Relationship,2,5,22-24,high,no_risk,0.0,1,moderate,0.51,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
317,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5.0,4,Single,4,9,18-19,very_high,addicted,3.0,1,low,0.73,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
318,21,Male,Graduate,UK,4.6,Facebook,Yes,7.0,6,In Relationship,3,7,20-21,high,at_risk,1.0,1,moderate,0.61,8.4,0.9,pandemic_cohort,low,0.16666666666666666
319,20,Female,Undergraduate,Australia,3.9,Instagram,No,7.9,7,Single,2,5,20-21,high,no_risk,0.09999999999999964,1,moderate,0.515,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
320,22,Male,Graduate,Germany,3.1,Facebook,No,8.4,8,In Relationship,1,4,22-24,high,no_risk,0.0,1,high,0.5,9.4,0.7,pandemic_cohort,low,0.16666666666666666
321,19,Female,Undergraduate,Spain,5.2,Instagram,Yes,6.8,6,Single,3,7,18-19,very_high,at_risk,1.2000000000000002,1,moderate,0.62,6.4,0.9,pandemic_cohort,low,0.16666666666666666
322,21,Male,Graduate,Denmark,4.1,Facebook,No,7.8,8,In Relationship,2,4,20-21,high,no_risk,0.20000000000000018,1,high,0.51,8.4,0.9,pandemic_cohort,low,0.16666666666666666
323,20,Female,Undergraduate,Ireland,5.0,Instagram,Yes,7.0,7,Single,3,6,20-21,very_high,at_risk,1.0,1,moderate,0.6,7.4,0.9,pandemic_cohort,low,0.16666666666666666
324,22,Male,Graduate,India,5.8,WhatsApp,Yes,6.5,5,In Relationship,4,8,22-24,very_high,addicted,1.5,1,moderate,0.645,9.4,0.7,pandemic_cohort,high,0.6666666666666666
325,19,Female,Undergraduate,Switzerland,4.0,Instagram,No,7.9,8,Single,2,4,18-19,high,no_risk,0.09999999999999964,1,high,0.505,6.4,0.9,pandemic_cohort,low,0.16666666666666666
326,21,Male,Graduate,Turkey,5.5,Instagram,Yes,6.7,6,Single,3,7,20-21,very_high,at_risk,1.2999999999999998,1,moderate,0.6249999999999999,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
327,20,Female,Undergraduate,USA,6.8,TikTok,Yes,5.5,5,In Relationship,4,9,20-21,very_high,addicted,2.5,1,moderate,0.735,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
328,22,Male,Graduate,Mexico,5.6,WhatsApp,Yes,6.6,6,Single,3,7,22-24,very_high,at_risk,1.4000000000000004,1,moderate,0.63,9.4,0.7,pandemic_cohort,high,0.6666666666666666
329,19,Female,Undergraduate,France,4.5,Instagram,No,7.5,7,In Relationship,2,5,18-19,high,no_risk,0.5,1,moderate,0.535,6.4,0.9,pandemic_cohort,low,0.16666666666666666
330,21,Male,Graduate,Canada,5.3,Instagram,Yes,6.9,6,Single,3,7,20-21,very_high,at_risk,1.0999999999999996,1,moderate,0.6149999999999999,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
331,20,Female,Undergraduate,Spain,5.1,TikTok,Yes,6.7,6,Single,3,7,20-21,very_high,at_risk,1.2999999999999998,1,moderate,0.6249999999999999,7.4,0.9,pandemic_cohort,low,0.16666666666666666
332,22,Male,Graduate,Denmark,3.9,Facebook,No,7.9,8,In Relationship,2,4,22-24,high,no_risk,0.09999999999999964,1,high,0.505,9.4,0.7,pandemic_cohort,low,0.16666666666666666
333,19,Female,Undergraduate,Ireland,4.8,Instagram,Yes,7.1,7,Single,3,6,18-19,high,at_risk,0.9000000000000004,1,moderate,0.595,6.4,0.9,pandemic_cohort,low,0.16666666666666666
334,21,Male,Graduate,India,5.9,WhatsApp,Yes,6.4,5,In Relationship,4,8,20-21,very_high,addicted,1.5999999999999996,1,moderate,0.65,8.4,0.9,pandemic_cohort,high,0.6666666666666666
335,20,Female,Undergraduate,Switzerland,3.8,Instagram,No,8.0,8,Single,2,4,20-21,high,no_risk,0.0,1,high,0.5,7.4,0.9,pandemic_cohort,low,0.16666666666666666
336,22,Male,Graduate,Turkey,5.4,TikTok,Yes,6.8,6,Single,3,7,22-24,very_high,at_risk,1.2000000000000002,1,moderate,0.62,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
337,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.4,5,In Relationship,4,9,18-19,very_high,addicted,2.5999999999999996,1,moderate,0.74,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
338,21,Male,Graduate,Mexico,5.7,WhatsApp,Yes,6.5,6,Single,3,7,20-21,very_high,at_risk,1.5,1,moderate,0.6349999999999999,8.4,0.9,pandemic_cohort,high,0.6666666666666666
339,20,Female,Undergraduate,France,4.4,Instagram,No,7.6,7,In Relationship,2,5,20-21,high,no_risk,0.40000000000000036,1,moderate,0.53,7.4,0.9,pandemic_cohort,low,0.16666666666666666
340,22,Male,Graduate,Canada,5.2,TikTok,Yes,7.0,6,Single,3,7,22-24,very_high,at_risk,1.0,1,moderate,0.61,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
341,19,Female,Undergraduate,Spain,5.0,Instagram,Yes,6.9,6,Single,3,7,18-19,very_high,at_risk,1.0999999999999996,1,moderate,0.6149999999999999,6.4,0.9,pandemic_cohort,low,0.16666666666666666
342,21,Male,Graduate,Denmark,3.8,Facebook,No,8.0,8,In Relationship,2,4,20-21,high,no_risk,0.0,1,high,0.5,8.4,0.9,pandemic_cohort,low,0.16666666666666666
343,20,Female,Undergraduate,Ireland,4.7,TikTok,Yes,7.2,7,Single,3,6,20-21,high,at_risk,0.7999999999999998,1,moderate,0.59,7.4,0.9,pandemic_cohort,low,0.16666666666666666
344,22,Male,Graduate,India,6.0,WhatsApp,Yes,6.3,5,In Relationship,4,8,22-24,very_high,addicted,1.7000000000000002,1,moderate,0.655,9.4,0.7,pandemic_cohort,high,0.6666666666666666
345,19,Female,Undergraduate,Switzerland,3.7,Instagram,No,8.1,8,Single,2,4,18-19,high,no_risk,0.0,1,high,0.5,6.4,0.9,pandemic_cohort,low,0.16666666666666666
346,21,Male,Graduate,Turkey,5.3,Instagram,Yes,6.9,6,Single,3,7,20-21,very_high,at_risk,1.0999999999999996,1,moderate,0.6149999999999999,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
347,20,Female,Undergraduate,USA,7.0,TikTok,Yes,5.3,5,In Relationship,4,9,20-21,very_high,addicted,2.7,1,moderate,0.745,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
348,22,Male,Graduate,Mexico,5.8,WhatsApp,Yes,6.4,6,Single,3,7,22-24,very_high,at_risk,1.5999999999999996,1,moderate,0.64,9.4,0.7,pandemic_cohort,high,0.6666666666666666
349,19,Female,Undergraduate,France,4.3,Instagram,No,7.7,7,In Relationship,2,5,18-19,high,no_risk,0.2999999999999998,1,moderate,0.525,6.4,0.9,pandemic_cohort,low,0.16666666666666666
350,21,Male,Graduate,Canada,5.1,Instagram,Yes,7.1,6,Single,3,7,20-21,very_high,at_risk,0.9000000000000004,1,moderate,0.605,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
351,20,Female,Undergraduate,Spain,4.9,TikTok,Yes,7.0,6,Single,3,7,20-21,high,at_risk,1.0,1,moderate,0.61,7.4,0.9,pandemic_cohort,low,0.16666666666666666
352,22,Male,Graduate,Denmark,3.7,Facebook,No,8.1,8,In Relationship,2,4,22-24,high,no_risk,0.0,1,high,0.5,9.4,0.7,pandemic_cohort,low,0.16666666666666666
353,19,Female,Undergraduate,Ireland,4.6,Instagram,Yes,7.3,7,Single,3,6,18-19,high,at_risk,0.7000000000000002,1,moderate,0.585,6.4,0.9,pandemic_cohort,low,0.16666666666666666
354,21,Male,Graduate,India,6.1,WhatsApp,Yes,6.2,5,In Relationship,4,8,20-21,very_high,addicted,1.7999999999999998,1,moderate,0.66,8.4,0.9,pandemic_cohort,high,0.6666666666666666
355,20,Female,Undergraduate,Switzerland,3.6,Instagram,No,8.2,8,Single,2,4,20-21,high,no_risk,0.0,1,high,0.5,7.4,0.9,pandemic_cohort,low,0.16666666666666666
356,22,Male,Graduate,Turkey,5.2,TikTok,Yes,7.0,6,Single,3,7,22-24,very_high,at_risk,1.0,1,moderate,0.61,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
357,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5.2,5,In Relationship,4,9,18-19,very_high,addicted,2.8,1,moderate,0.75,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
358,21,Male,Graduate,Mexico,5.9,WhatsApp,Yes,6.3,6,Single,3,7,20-21,very_high,at_risk,1.7000000000000002,1,moderate,0.6449999999999999,8.4,0.9,pandemic_cohort,high,0.6666666666666666
359,20,Female,Undergraduate,France,4.2,Instagram,No,7.8,7,In Relationship,2,5,20-21,high,no_risk,0.20000000000000018,1,moderate,0.52,7.4,0.9,pandemic_cohort,low,0.16666666666666666
360,22,Male,Graduate,Canada,5.0,TikTok,Yes,7.2,6,Single,3,7,22-24,very_high,at_risk,0.7999999999999998,1,moderate,0.6,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
361,19,Female,Undergraduate,Spain,4.8,Instagram,Yes,7.1,6,Single,3,7,18-19,high,at_risk,0.9000000000000004,1,moderate,0.605,6.4,0.9,pandemic_cohort,low,0.16666666666666666
362,21,Male,Graduate,Denmark,3.6,Facebook,No,8.2,8,In Relationship,2,4,20-21,high,no_risk,0.0,1,high,0.5,8.4,0.9,pandemic_cohort,low,0.16666666666666666
363,20,Female,Undergraduate,Ireland,4.5,TikTok,Yes,7.4,7,Single,3,6,20-21,high,at_risk,0.5999999999999996,1,moderate,0.58,7.4,0.9,pandemic_cohort,low,0.16666666666666666
364,22,Male,Graduate,India,6.2,WhatsApp,Yes,6.1,5,In Relationship,4,8,22-24,very_high,addicted,1.9000000000000004,1,moderate,0.665,9.4,0.7,pandemic_cohort,high,0.6666666666666666
365,19,Female,Undergraduate,Switzerland,3.5,Instagram,No,8.3,8,Single,2,4,18-19,high,no_risk,0.0,1,high,0.5,6.4,0.9,pandemic_cohort,low,0.16666666666666666
366,21,Male,Graduate,Turkey,5.1,Instagram,Yes,7.1,6,Single,3,7,20-21,very_high,at_risk,0.9000000000000004,1,moderate,0.605,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
367,20,Female,Undergraduate,USA,7.2,TikTok,Yes,5.1,5,In Relationship,4,9,20-21,very_high,addicted,2.9000000000000004,1,moderate,0.7550000000000001,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
368,22,Male,Graduate,Mexico,6.0,WhatsApp,Yes,6.2,6,Single,3,7,22-24,very_high,at_risk,1.7999999999999998,1,moderate,0.65,9.4,0.7,pandemic_cohort,high,0.6666666666666666
369,19,Female,Undergraduate,France,4.1,Instagram,No,7.9,7,In Relationship,2,5,18-19,high,no_risk,0.09999999999999964,1,moderate,0.515,6.4,0.9,pandemic_cohort,low,0.16666666666666666
370,21,Male,Graduate,Canada,4.9,Instagram,Yes,7.3,6,Single,3,7,20-21,high,at_risk,0.7000000000000002,1,moderate,0.595,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
371,20,Female,Undergraduate,Spain,4.7,TikTok,Yes,7.2,6,Single,3,7,20-21,high,at_risk,0.7999999999999998,1,moderate,0.6,7.4,0.9,pandemic_cohort,low,0.16666666666666666
372,22,Male,Graduate,Denmark,3.5,Facebook,No,8.3,8,In Relationship,2,4,22-24,high,no_risk,0.0,1,high,0.5,9.4,0.7,pandemic_cohort,low,0.16666666666666666
373,19,Female,Undergraduate,Ireland,4.4,Instagram,Yes,7.5,7,Single,3,6,18-19,high,at_risk,0.5,1,moderate,0.575,6.4,0.9,pandemic_cohort,low,0.16666666666666666
374,21,Male,Graduate,India,6.3,WhatsApp,Yes,6.0,5,In Relationship,4,8,20-21,very_high,addicted,2.0,1,moderate,0.67,8.4,0.9,pandemic_cohort,high,0.6666666666666666
375,20,Female,Undergraduate,Switzerland,3.4,Instagram,No,8.4,8,Single,2,4,20-21,high,no_risk,0.0,1,high,0.5,7.4,0.9,pandemic_cohort,low,0.16666666666666666
376,22,Male,Graduate,Turkey,5.0,TikTok,Yes,7.2,6,Single,3,7,22-24,very_high,at_risk,0.7999999999999998,1,moderate,0.6,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
377,19,Female,Undergraduate,USA,7.3,Instagram,Yes,5.0,5,In Relationship,4,9,18-19,very_high,addicted,3.0,1,moderate,0.76,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
378,21,Male,Graduate,Mexico,6.1,WhatsApp,Yes,6.1,6,Single,3,7,20-21,very_high,at_risk,1.9000000000000004,1,moderate,0.6549999999999999,8.4,0.9,pandemic_cohort,high,0.6666666666666666
379,20,Female,Undergraduate,France,4.0,Instagram,No,8.0,7,In Relationship,2,5,20-21,high,no_risk,0.0,1,moderate,0.51,7.4,0.9,pandemic_cohort,low,0.16666666666666666
380,22,Male,Graduate,Canada,4.8,TikTok,Yes,7.4,6,Single,3,7,22-24,high,at_risk,0.5999999999999996,1,moderate,0.59,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
381,19,Female,Undergraduate,Spain,4.6,Instagram,Yes,7.3,6,Single,3,7,18-19,high,at_risk,0.7000000000000002,1,moderate,0.595,6.4,0.9,pandemic_cohort,low,0.16666666666666666
382,21,Male,Graduate,Denmark,3.4,Facebook,No,8.4,8,In Relationship,2,4,20-21,high,no_risk,0.0,1,high,0.5,8.4,0.9,pandemic_cohort,low,0.16666666666666666
383,20,Female,Undergraduate,Ireland,4.3,TikTok,Yes,7.6,7,Single,3,6,20-21,high,at_risk,0.40000000000000036,1,moderate,0.57,7.4,0.9,pandemic_cohort,low,0.16666666666666666
384,22,Male,Graduate,India,6.4,WhatsApp,Yes,5.9,5,In Relationship,4,8,22-24,very_high,addicted,2.0999999999999996,1,moderate,0.675,9.4,0.7,pandemic_cohort,high,0.6666666666666666
385,19,Female,Undergraduate,Switzerland,3.3,Instagram,No,8.5,8,Single,2,4,18-19,high,no_risk,0.0,1,high,0.5,6.4,0.9,pandemic_cohort,low,0.16666666666666666
386,21,Male,Graduate,Turkey,4.9,Instagram,Yes,7.3,6,Single,3,7,20-21,high,at_risk,0.7000000000000002,1,moderate,0.595,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
387,20,Female,Undergraduate,USA,7.4,TikTok,Yes,4.9,5,In Relationship,4,9,20-21,very_high,addicted,3.0999999999999996,1,moderate,0.765,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
388,22,Male,Graduate,Mexico,6.2,WhatsApp,Yes,6.0,6,Single,3,7,22-24,very_high,at_risk,2.0,1,moderate,0.66,9.4,0.7,pandemic_cohort,high,0.6666666666666666
389,19,Female,Undergraduate,France,3.9,Instagram,No,8.1,7,In Relationship,2,5,18-19,high,no_risk,0.0,1,moderate,0.51,6.4,0.9,pandemic_cohort,low,0.16666666666666666
390,21,Male,Graduate,Canada,4.7,Instagram,Yes,7.5,6,Single,3,7,20-21,high,at_risk,0.5,1,moderate,0.585,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
391,20,Female,Undergraduate,Spain,4.5,TikTok,Yes,7.4,6,Single,3,7,20-21,high,at_risk,0.5999999999999996,1,moderate,0.59,7.4,0.9,pandemic_cohort,low,0.16666666666666666
392,22,Male,Graduate,Denmark,3.3,Facebook,No,8.5,8,In Relationship,2,4,22-24,high,no_risk,0.0,1,high,0.5,9.4,0.7,pandemic_cohort,low,0.16666666666666666
393,19,Female,Undergraduate,Ireland,4.2,Instagram,Yes,7.7,7,Single,3,6,18-19,high,at_risk,0.2999999999999998,1,moderate,0.565,6.4,0.9,pandemic_cohort,low,0.16666666666666666
394,21,Male,Graduate,India,6.5,WhatsApp,Yes,5.8,5,In Relationship,4,8,20-21,very_high,addicted,2.2,1,moderate,0.68,8.4,0.9,pandemic_cohort,high,0.6666666666666666
395,20,Female,Undergraduate,Switzerland,3.2,Instagram,No,8.6,8,Single,2,4,20-21,high,no_risk,0.0,1,high,0.5,7.4,0.9,pandemic_cohort,low,0.16666666666666666
396,22,Male,Graduate,Turkey,4.8,TikTok,Yes,7.4,6,Single,3,7,22-24,high,at_risk,0.5999999999999996,1,moderate,0.59,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
397,19,Female,Undergraduate,USA,7.5,Instagram,Yes,4.8,5,In Relationship,4,9,18-19,very_high,addicted,3.2,1,moderate,0.77,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
398,21,Male,Graduate,Mexico,6.3,WhatsApp,Yes,5.9,6,Single,3,7,20-21,very_high,at_risk,2.0999999999999996,1,moderate,0.6649999999999999,8.4,0.9,pandemic_cohort,high,0.6666666666666666
